Zip,City,State,Latitude,Longitude,relevantFacilities
81047,Holly,CO,38.060575,-102.19677,[]
62933,Energy,IL,37.774516999999996,-89.02583,"[233613, 233504, 232609, 233483, 233611, 232541]"
71047,Keithville,LA,32.309864000000005,-93.87089,"[233319, 232536, 232696, 233180]"
99724,Beaver,AK,66.359719,-147.39743,[]
18512,Scranton,PA,41.427199,-75.61820999999999,[251575]
18950,Point Pleasant,PA,40.416515999999994,-75.074832,"[234715, 251575]"
18980,Wycombe,PA,40.28083,-75.01422,"[234715, 251575]"
20159,Hamilton,VA,39.133855,-77.662072,"[233379, 232474, 232433, 251763, 232459, 247762, 252968, 251263, 233176]"
21747,Hagerstown,MD,39.520696,-77.916196,"[233379, 233626, 251763, 232459, 247762, 252968, 251263, 232162, 233176]"
2205,Boston,MA,42.350334000000004,-71.053877,[]
2222,Boston,MA,42.367796999999996,-71.06282,[]
4112,Portland,ME,44.408078,-70.470703,[]
4402,Bangor,ME,45.519867,-68.647416,[]
12788,Woodbourne,NY,41.784477,-74.59109000000001,[251575]
13364,Leonardsville,NY,42.954541,-75.616793,[]
8868,Quakertown,NJ,40.565493,-74.93893100000001,"[234715, 251575]"
10013,New York,NY,40.720665999999994,-74.00525999999999,"[234715, 233309, 251575]"
10958,New Hampton,NY,41.384738,-74.41571,"[234715, 233309, 251575]"
17501,Akron,PA,40.156471999999994,-76.204,[]
27281,Jackson Springs,NC,35.177642999999996,-79.60491,[233910]
39956,Kiln,MS,30.409245000000002,-89.438829,[250796]
50051,Clemons,IA,42.13644,-93.14222,"[233516, 233413, 233594]"
52249,Keystone,IA,42.005883000000004,-92.19669,"[233671, 233413, 233516, 233642]"
68438,Sprague,NE,40.626661,-96.745622,[]
58752,Lignite,ND,48.845965,-102.57916999999999,[]
47832,Bloomingdale,IN,39.869467,-87.24589,[232056]
47924,Buck Creek,IN,40.487219,-86.76380999999999,[]
48066,Roseville,MI,42.503285,-82.93851,[]
70581,Roanoke,LA,30.24711,-92.73951,[]
54602,La Crosse,WI,43.907739,-91.167621,[233697]
73108,Oklahoma City,OK,35.447126000000004,-97.55824,[234047]
76115,Fort Worth,TX,32.680333000000005,-97.33579,"[232620, 234703, 232651, 233170, 234628, 232602, 232600, 234533, 232637, 232622, 232583, 232607, 232547]"
53172,South Milwaukee,WI,42.909816,-87.86395,[]
54612,Arcadia,WI,44.253423,-91.48885,"[233697, 233510]"
55448,Minneapolis,MN,45.186232000000004,-93.29635,[]
55973,Sargeant,MN,43.797677,-92.7799,[]
56045,Hollandale,MN,43.762109,-93.18959,[]
40379,Stamping Ground,KY,38.29617,-84.69614,[233633]
40870,Totz,KY,36.930023999999996,-83.15467,"[251947, 232259, 267551, 232566, 122390, 232625]"
30816,Keysville,GA,33.162490000000005,-82.18933,"[232525, 232668, 232596, 232645]"
44606,Apple Creek,OH,40.739199,-81.80457,[233553]
44631,Harlem Springs,OH,40.521924,-81.003619,"[233553, 233627, 232389]"
46163,New Palestine,IN,39.726811,-85.89726,[232056]
47110,Central,IN,38.096971,-86.172327,"[233556, 233670, 233513, 233488, 232056, 232467, 233411, 232114, 233633, 233408]"
47256,North Vernon,IN,39.037187,-85.617307,"[232114, 232056]"
33907,Fort Myers,FL,26.566053000000004,-81.87009,"[233661, 246892, 233570]"
34204,Bradenton,FL,27.427213000000002,-82.438689,[233661]
35236,Birmingham,AL,33.544622,-86.929208,"[232423, 232590, 232571, 231990, 233946]"
35972,Gallant,AL,33.987653,-86.25523000000001,[233946]
48098,Troy,MI,42.599133,-83.15235,[]
48356,Highland,MI,42.66415,-83.58981999999999,[]
28503,Kinston,NC,35.319066,-77.595034,"[234718, 262810, 233312]"
49582,Colfax,MI,44.544624,-85.832785,"[233769, 233342, 234678, 251845, 232458]"
13640,Wellesley Island,NY,44.318866,-75.99068,[]
14751,Leon,NY,42.298328000000005,-79.006231,"[234681, 232088, 233573, 232005]"
4048,Limerick,ME,43.682790999999995,-70.77178,[]
4738,Crouseville,ME,46.516166,-68.886826,[]
23327,Chesapeake,VA,36.7085,-76.278531,[251431]
20289,Washington,DC,38.893311,-77.014647,"[233379, 232474, 251763, 252968, 251263, 247762]"
20703,Lanham,MD,38.833563,-76.87774300000001,"[233379, 232474, 251763, 252968, 251263, 247762]"
20854,Potomac,MD,39.035028000000004,-77.19995,"[233379, 232474, 251763, 252968, 251263, 247762]"
21012,Arnold,MD,39.049377,-76.49892,"[232474, 251763, 247762, 252968, 233379]"
21843,Ocean City,MD,38.22309,-75.324057,[232507]
18301,East Stroudsburg,PA,41.052199,-75.15935999999999,[251575]
8742,Point Pleasant Beach,NJ,40.081165000000006,-74.06003,"[234715, 233309]"
55954,Mabel,IA,43.498082000000004,-91.89429,[233697]
61031,Franklin Grove,IL,41.84036,-89.31175999999999,"[233427, 233651]"
65257,Higbee,MO,39.286571,-92.53612,[233597]
66442,Fort Riley,KS,39.074628000000004,-96.80662,"[234280, 233418, 234647, 233468, 233657, 233621]"
66748,Humboldt,KS,37.802718,-95.43451999999999,"[233666, 233555, 233418, 233832, 233695, 233552, 233602, 233657]"
66939,Courtland,KS,39.837438,-97.90386,[233554]
70030,Des Allemands,LA,29.810193,-90.44769000000001,[]
70057,Hahnville,LA,29.967081,-90.41011999999999,[]
70178,New Orleans,LA,30.032996999999998,-89.882564,[]
70832,Elton,LA,30.484853,-92.69467900000001,[]
71227,Choudrant,LA,32.533389,-92.49164,[233319]
58077,Walcott,ND,46.533488,-96.93755999999999,[]
58220,Cavalier,ND,48.797042,-97.69887,[]
63867,Matthews,MO,36.751798,-89.55184,"[233690, 234490]"
75422,Campbell,TX,33.146778999999995,-95.93998,"[233529, 233595, 233703, 233534, 233584, 232602, 233617, 234533, 233444, 232583, 232620, 234362]"
32577,Molino,FL,30.743945,-87.34872,"[234704, 232568]"
47263,New Point,IN,39.308946999999996,-85.33006,[]
10129,New York,NY,40.780751,-73.977182,"[234715, 233309]"
11243,Brooklyn,NY,40.645099,-73.945032,"[234715, 233309]"
1937,Hathorne,MA,42.635443,-70.87912299999999,[]
58317,Bisbee,ND,48.628607,-99.37706999999999,[]
61265,Moline,IL,41.490333,-90.50005999999999,"[233651, 233498, 233427, 233459, 233624]"
57014,Centerville,SD,43.111838,-96.9563,"[233561, 233467]"
35044,Childersburg,AL,33.268471000000005,-86.35582,"[232679, 232593, 233946, 231990]"
35504,Jasper,AL,33.883565999999995,-87.2125,"[232423, 232571, 231990, 232669, 233946]"
39871,Flora,MS,32.540084,-90.30712199999999,[253459]
46131,Franklin,IN,39.482105,-86.05043,[232056]
46209,Indianapolis,IN,39.779492,-86.132837,[232056]
48312,Sterling Heights,MI,42.558151,-83.00446,[]
12256,Albany,NY,42.614852,-73.970812,[]
12835,Hadley,NY,43.292593,-73.97800000000001,[]
13339,Fort Plain,NY,42.943602,-74.64716999999999,[]
29437,Dorchester,SC,33.144807,-80.41593,"[234128, 251874]"
27361,Thomasville,NC,35.882943,-80.275963,"[233616, 233910, 233687, 233421, 234259]"
22832,Keezletown,VA,38.453741,-78.78234,"[234688, 232433, 232007, 232459, 232424, 232162, 233176, 233604, 234132, 233990]"
11766,Mount Sinai,NY,40.929241999999995,-73.01317,[233309]
12168,Stephentown,NY,42.552127,-73.39593,[]
13132,Pennellville,NY,43.262012,-76.22912,[234476]
28462,Supply,NC,33.974251,-78.30960999999999,[]
29078,Lugoff,SC,34.204467,-80.70776,[251874]
20749,Fort Washington,MD,38.833563,-76.87774300000001,"[233379, 232474, 251763, 252968, 251263, 247762]"
21222,Dundalk,MD,39.263162,-76.5082,"[232474, 251763, 247762, 252968, 233379]"
90732,San Pedro,CA,33.736717999999996,-118.31123000000001,"[234555, 232498, 233735, 233381, 232138]"
87110,Albuquerque,NM,35.106396000000004,-106.57927,"[273758, 233461, 251358, 274315, 234499, 233394]"
90043,Los Angeles,CA,33.987463,-118.334,"[234555, 232498, 233735, 233381, 232138]"
95966,Oroville,CA,39.491076,-121.49468,"[232349, 232902, 234382, 232869, 232137, 233161, 251446, 234135, 232888, 232915, 234633, 234544, 231953, 232246, 232767, 233439, 251445, 234039]"
84752,Minersville,UT,38.217377,-112.93203999999999,"[234297, 233371, 234713, 233392, 232244, 234531, 233854, 234058, 234245]"
85034,Phoenix,AZ,33.437771999999995,-112.0281,"[232355, 267559]"
98177,Seattle,WA,47.740885999999996,-122.36978,"[234086, 269838, 233384, 255201]"
98396,Wilkeson,WA,47.106024,-122.0451,"[234086, 233384, 232853, 232064, 269838, 232466]"
98683,Vancouver,WA,45.604075,-122.51035,"[251434, 232853, 250032, 273354, 234074, 272092, 232862, 234765, 234306, 234239, 232288, 232466, 255205, 255135, 234140]"
7874,Stanhope,NJ,40.917054,-74.71053,"[234715, 233309, 251575]"
8001,Alloway,NJ,39.559426,-75.3631,[]
8858,Oldwick,NJ,40.681694,-74.73624000000001,"[234715, 233309, 251575]"
10004,New York,NJ,40.699226,-74.04118000000001,"[234715, 233309, 251575]"
4780,Smyrna Mills,ME,46.164163,-68.23232,[]
1370,Shelburne Falls,MA,42.603446999999996,-72.72754,[]
27349,Snow Camp,NC,35.897155,-79.42344,"[233910, 233616, 233687]"
32328,Eastpoint,FL,29.825252000000003,-84.89246999999999,[251904]
38236,Mansfield,TN,36.167573,-88.26817,"[232541, 232609]"
38476,Primm Springs,TN,35.839045,-87.2243,"[232515, 232545, 232539, 232702, 232627, 232677]"
22485,King George,VA,38.277837,-77.1642,"[232474, 233379, 252968]"
31054,McIntyre,GA,32.875574,-83.19785,"[232525, 232668]"
31777,Parrott,GA,31.905462,-84.51526,"[232529, 232595, 232683, 232741, 232513]"
31820,Midland,GA,32.566196999999995,-84.84121999999999,"[232606, 232529, 232595, 232683, 232741, 232513]"
19731,Port Penn,DE,39.518164,-75.57656,[]
20530,Washington,DC,38.897560999999996,-77.02699799999999,"[233379, 232474, 251763, 252968, 251263, 247762]"
29377,Startex,SC,34.935828,-82.09514,"[231993, 234182, 232380, 231995, 232727, 273780, 233975, 234424, 232727, 232561, 251469]"
71457,Natchitoches,LA,31.751286999999998,-93.09021,"[233319, 232642]"
72733,Gateway,AR,36.486424,-93.927748,"[234586, 232601, 232581, 232656, 232516, 233279, 232610, 232521, 232643, 232540, 232680, 232517, 232608, 233099, 232542, 232562, 232634, 233699]"
95564,Samoa,CA,40.793479999999995,-124.19928999999999,"[234691, 233142, 233218]"
96842,Honolulu,HI,24.859832,-168.021815,[]
98355,Mineral,WA,46.711036,-122.0348,"[234086, 232853, 232064, 269838, 232862, 234765, 232288, 232466, 250032]"
92674,San Clemente,CA,33.438428,-117.623131,"[231973, 233735, 232250, 231976, 234719, 231950]"
74571,Talihina,OK,34.729815,-95.03625,"[232558, 233540, 233457, 233529, 234767, 233590, 233584, 233617, 232522, 232611, 232710, 233424]"
76692,Whitney,TX,31.975949,-97.35499,"[232626, 234703, 232570, 232641, 232651, 233125, 233170, 234199, 232602, 232637, 232546, 232547, 232607, 232622]"
77054,Houston,TX,29.683865,-95.39771999999999,"[232430, 234004]"
41547,Majestic,KY,37.544224,-82.06488,"[251947, 251741, 233493, 234256, 233308, 232180, 234575, 232625]"
61641,Peoria,IL,40.640002,-89.651987,[233498]
62254,Lebanon,IL,38.601648,-89.81317,"[233504, 233613, 233611, 233483]"
62295,Valmeyer,IL,38.299904,-90.30833,"[232604, 232325, 251547, 233483, 232391]"
62428,Greenup,IL,39.25287,-88.13528000000001,[233496]
54771,Thorp,WI,44.95298,-90.79784000000001,"[233764, 233766]"
54874,South Range,WI,46.58521,-91.95129,"[233767, 232188]"
55052,Morristown,MN,44.232811,-93.43992,[]
55309,Big Lake,MN,45.358004,-93.74294,[233648]
45773,Reno,OH,39.471663,-81.28018,"[233678, 232389, 233443, 233443]"
46801,Fort Wayne,IN,41.093763,-85.070713,[]
47451,Oolitic,IN,38.896413,-86.52474000000001,"[232114, 232056]"
48303,Bloomfield Hills,MI,42.660090999999994,-83.3863,[]
49765,Onaway,MI,45.354463,-84.23956,"[234080, 233255, 265539, 234130, 234083]"
49790,Strongs,MI,46.387377,-84.966792,"[234080, 234613, 234083, 234620]"
1606,Worcester,MA,42.311341999999996,-71.79531,[]
67646,Logan,KS,39.65573,-99.59094,[233517]
68047,Pender,NE,42.112028,-96.73093,"[233561, 233467]"
59760,Willow Creek,MT,45.782744,-111.63453200000001,"[234334, 234361, 249999, 272276, 234356, 234565, 234409]"
61755,Mackinaw,IL,40.533634,-89.34345,[]
62418,Brownstown,IL,39.018987,-88.96134,"[233504, 233613, 233496, 233483]"
57648,Pollock,SD,45.896895,-100.28995,"[234677, 234677, 234676]"
64016,Buckner,MO,39.118608,-94.20783,"[233542, 233646, 233441]"
72666,Parthenon,AR,35.955197999999996,-93.25985,"[234586, 232736, 232672, 232521, 232643, 233834, 232634, 232601, 232680, 232608, 232621, 233099, 233279, 232619, 232723, 232535, 233135, 232516, 232656, 232565, 232610, 232721, 232540, 232562, 232542, 232603, 232549, 232720, 232662, 233119, 232581, 234043, 232517]"
70357,Golden Meadow,LA,29.275484999999996,-90.24378,[]
78718,Austin,TX,30.326373999999998,-97.77125799999999,"[232626, 232570, 234199, 232745, 234643, 234181, 232546, 232728, 232748]"
79521,Haskell,TX,33.147496999999994,-99.70246,[]
97530,Jacksonville,OR,42.224913,-123.04526000000001,"[234165, 234344, 255119, 234691, 119140, 234455, 234149, 250031, 234103, 234154, 272277, 232322, 234403, 233973]"
91914,Chula Vista,CA,32.662563,-116.95413,"[234719, 232278, 231950]"
92131,San Diego,CA,32.918034999999996,-117.08438000000001,"[234719, 231950, 232278, 231973]"
86333,Mayer,AZ,34.339938000000004,-112.13611999999999,"[232194, 232355, 267559, 233888, 270420, 234456, 232209, 234762]"
88043,Hurley,NM,32.673398,-108.11625,[]
88312,Alto,NM,33.420542,-105.63598999999999,"[234460, 231888]"
38619,Como,MS,34.514853,-89.88781,"[233507, 233460, 233634, 234277, 233684, 233375]"
40283,Louisville,KY,38.188962,-85.676819,"[233556, 233670, 233488, 232056, 232467, 233411, 232114, 233633, 233408]"
40503,Lexington,KY,38.007898,-84.53452,"[232587, 233513, 232259, 232563, 232370, 233633]"
40771,Woodbine,KY,36.888978,-84.05237,"[232587, 232259, 234727, 232563, 232506, 232566, 253502]"
44482,Warren,OH,41.317424,-80.761269,"[233553, 233627]"
44669,Paris,OH,40.798758,-81.16037,"[233553, 233627]"
45051,Mount Saint Joseph,OH,39.09646,-84.643096,[]
47001,Aurora,IN,39.060204,-84.93094,[]
35020,Bessemer,AL,33.405559000000004,-86.95141,"[232423, 232590, 232571, 231990, 232569, 233946]"
36072,Eufaula,AL,31.826055,-85.166028,"[232741, 232595, 232529]"
37202,Nashville,TN,36.340303999999996,-86.82725400000001,"[232515, 232545, 232572, 232630, 232539, 233488, 232467, 233420, 232702, 232627, 233650, 232677]"
33124,Miami,FL,25.558428,-80.458168,[246892]
33830,Bartow,FL,27.894990999999997,-81.82638,[]
62995,Vienna,IL,37.422815,-88.88016,"[233613, 233504, 232609, 233611, 232541]"
63631,Caledonia,MO,37.753408,-90.78593000000001,"[232604, 233690, 232325, 251547, 234442, 232691, 234357, 234045, 234046, 232391, 234490]"
71032,Grand Cane,LA,32.110359,-93.78584000000001,"[233319, 232536, 233180]"
57559,Murdo,SD,43.889878,-100.74257,[]
73445,Ravia,OK,34.244011,-96.75109300000001,"[233595, 233703, 233534, 234047, 233444]"
50065,Davis City,IA,40.623677,-93.80105999999999,"[233522, 233413, 233516]"
52767,Pleasant Valley,IA,41.56823,-90.4191,"[233651, 233498, 233427, 233459, 233624]"
45219,Cincinnati,OH,39.12721,-84.50988000000001,[]
45327,Germantown,OH,39.628806,-84.37873,[]
50029,Bayard,IA,41.845871,-94.55588,[233594]
53073,Plymouth,WI,43.758674,-87.98005,[]
35964,Douglas,AL,34.34962,-86.319824,"[233946, 231990]"
38460,Goodspring,TN,35.08957,-87.16259000000001,"[232423, 232677]"
57551,Martin,SD,43.223447,-101.65737,[]
38943,McCarley,MS,33.523907,-89.84900999999999,"[233460, 233634, 234277, 232255, 232725, 233375]"
48021,Eastpointe,MI,42.466086,-82.94641,[]
48331,Farmington,MI,42.508809,-83.40875,[]
48884,Sheridan,MI,43.21107,-85.04772,"[233342, 234678]"
49202,Jackson,MI,42.262135,-84.41051999999999,[]
42071,Murray,KY,36.617443,-88.28746,"[232541, 232609]"
43302,Marion,OH,40.589746999999996,-83.12173,[]
55944,Kasson,MN,44.035512,-92.75013,[233510]
30377,Atlanta,GA,33.844371,-84.47405,"[232683, 232606, 232639, 232578, 232575, 234469, 232657, 232575, 232519, 232513]"
30824,Thomson,GA,33.490536,-82.5028,"[232525, 232596, 232645, 232668, 232727, 232561]"
20319,Washington,DC,38.866924,-77.01424,"[233379, 232474, 251763, 252968, 251263, 247762]"
17327,Glen Rock,PA,39.780322999999996,-76.74785,"[232474, 247762, 251763, 252968]"
32789,Winter Park,FL,28.598677000000002,-81.35594,"[233920, 234513, 234597, 234031, 234032, 234033]"
33440,Clewiston,FL,26.714088,-80.9973,"[233661, 233638, 233638, 246892, 233570]"
26610,Birch River,WV,38.465291,-80.72323,"[234557, 233443, 233678, 232161, 232424, 232009, 233422, 233443]"
27715,Durham,NC,36.051155,-78.857651,[233563]
24102,Henry,VA,36.838473,-79.99093,"[234688, 233616, 232161, 233687, 251909]"
1731,Hanscom AFB,MA,42.459084999999995,-71.27556,[]
2452,Waltham,MA,42.392496,-71.22153,[]
2492,Needham,MA,42.278247,-71.23388,[]
3264,Plymouth,NH,43.753837,-71.64503,[]
3842,Hampton,NH,42.93569,-70.82514,[]
4987,Troy,ME,44.678838,-69.26918,[]
12189,Watervliet,NY,42.729278,-73.70913,[]
12227,Albany,NY,42.614852,-73.970812,[]
6256,North Windham,CT,41.758713,-72.13964,[]
15510,Somerset,PA,39.963306,-79.04089,"[233679, 272174, 255204, 233626, 232007, 232162, 233604]"
31717,Bainbridge,GA,30.884525,-84.58951,"[251904, 232741, 232595]"
19960,Lincoln,DE,38.855872,-75.39889000000001,[232507]
21010,Gunpowder,MD,39.344808,-76.27313000000001,"[232474, 251763, 252968]"
22185,Vienna,VA,38.831813000000004,-77.28875500000001,"[233379, 232474, 251763, 252968, 251263, 247762]"
25917,Scarbro,WV,37.964622,-81.21634,"[233443, 233678, 232009, 233422, 251909, 233443]"
28782,Tryon,NC,35.221428,-82.21712,"[231993, 233343, 234182, 232399, 232380, 231995, 232727, 273780, 233975, 267551, 234424, 232727, 232561, 251469, 122390, 233665]"
30040,Cumming,GA,34.235408,-84.17441,"[234590, 273781, 232399, 234180, 232639, 232578, 232575, 234469, 232657, 232575, 273352, 232519, 251723, 234228]"
35231,Birmingham,AL,33.544622,-86.929208,"[232423, 232590, 232571, 231990, 233946]"
27983,Windsor,NC,36.015390999999994,-76.9349,"[232504, 234718]"
28221,Charlotte,NC,35.260020000000004,-80.804151,"[233421, 233910, 233665]"
12548,Modena,NY,41.664239,-74.1106,[251575]
3844,Hampton Falls,NH,42.923946,-70.88665999999999,[]
5904,Gilman,VT,44.413715,-71.70906,[]
6155,Hartford,CT,41.76928,-72.686465,[]
7063,Plainfield,NJ,40.604252,-74.44612,"[234715, 233309, 251575]"
7199,Newark,NJ,40.79185,-74.24524100000001,"[234715, 233309, 251575]"
7762,Spring Lake,NJ,40.153024,-74.03372,"[234715, 233309, 251575]"
10152,New York,NY,40.758611,-73.97223000000001,"[234715, 233309]"
48819,Dansville,MI,42.552217999999996,-84.27674,[]
42039,Fancy Farm,KY,36.800353,-88.83224,"[232541, 232609]"
45312,Casstown,OH,40.0659,-84.08219,[]
46127,Falmouth,IN,39.717457,-85.32737,[]
37737,Friendsville,TN,35.760657,-84.11925,"[234590, 233343, 234583, 232399, 234180, 232478, 232215, 232487, 232486, 232506, 233284, 273352, 232488, 251723, 232479, 234228, 253502]"
38670,Sledge,MS,34.417393,-90.27615,"[232640, 233507, 233460, 233634, 234277, 233684, 233375]"
38703,Greenville,MS,33.442801,-91.02984000000001,"[232667, 232746, 232640, 253459]"
34282,Bradenton,FL,27.427213000000002,-82.438689,[233661]
30414,Bellville,GA,32.154990000000005,-81.97825999999999,[]
87025,Jemez Springs,NM,35.822802,-106.62093,"[273758, 273360, 233461, 251358, 274315, 234499, 233598, 233394, 233327]"
89118,Las Vegas,NV,36.084361,-115.2103,[]
93581,Tehachapi,CA,35.294405,-118.905173,"[234555, 232498, 233655, 233325, 234001, 232819, 232138]"
93648,Parlier,CA,36.61365,-119.52873000000001,"[232136, 232781, 232813, 232802, 233655, 233325, 233521, 233363, 233414, 232461, 232780, 233692]"
52132,Calmar,IA,43.194235,-91.89585,[233697]
52301,Marengo,IA,41.790216,-92.07684,"[233671, 233516, 233642]"
53550,Juda,WI,42.567333000000005,-89.49396999999999,"[233427, 233651]"
53719,Madison,WI,43.029497,-89.50531,[233427]
53792,Madison,WI,43.069559999999996,-89.423861,[233427]
54451,Medford,WI,45.171131,-90.40527,"[233764, 233766]"
55979,Utica,MN,43.93422,-91.95325,"[233697, 233510]"
60106,Bensenville,IL,41.956478999999995,-87.95116999999999,[258887]
62288,Steeleville,IL,38.002188000000004,-89.66723,"[233613, 232604, 233504, 233483, 233611]"
65675,Hurley,MO,36.930861,-93.49861,"[234586, 233575, 232521, 232643, 232634, 232601, 232680, 232608, 232621, 233099, 233279, 233453, 232619, 232723, 232535, 233135, 232516, 232656, 232610, 232540, 232562, 232542, 232603, 232720, 233119, 232581, 234043, 233471, 233699]"
66637,Topeka,KS,39.042939000000004,-95.769657,"[250850, 234280, 233418, 233695, 233552, 233602, 233631, 233657, 233621, 233700]"
75041,Garland,TX,32.881525,-96.64601,"[232620, 234703, 233595, 232651, 233703, 233170, 233534, 234628, 232602, 232600, 234533, 232637, 232583, 232607, 232547]"
75109,Angus,TX,32.03049,-96.38300500000001,"[232641, 232651, 233125, 234628, 232602, 232637, 232583, 232620, 232622]"
75825,Alto,TX,31.64775,-95.082239,"[232636, 233180]"
78249,San Antonio,TX,29.569934000000003,-98.61282,[234181]
78618,Doss,TX,30.486818,-99.17526,[234181]
63033,Florissant,MO,38.79505,-90.28578,[233483]
64156,Kansas City,MO,39.281486,-94.51295999999999,"[250850, 233441, 233631, 233700]"
58053,Lidgerwood,ND,46.067238,-97.18736,[233813]
71964,Pearcy,AR,34.424114,-93.24096,"[233434, 232662, 232543, 232736, 251355, 233531, 232672, 232721, 251361, 233417, 233653, 233469, 233834, 232611, 233098]"
84653,Salem,UT,40.043907,-111.66405,"[233730, 231939, 233815, 232231, 232253, 232232, 232228, 232109, 231930, 232413, 233869, 234745, 232227, 232229, 232233, 232103, 232230, 232013]"
84791,Saint George,UT,37.309231,-113.47618200000001,"[234713, 233392, 232244, 233854, 232445]"
85006,Phoenix,AZ,33.466392,-112.04875,"[232355, 267559]"
85201,Mesa,AZ,33.432177,-111.84701000000001,"[266136, 232355, 267559]"
87753,Watrous,NM,35.880398,-104.98925,"[273758, 273360, 251436, 233388, 233327, 234700]"
98250,Friday Harbor,WA,48.55113,-123.07563,"[233384, 251906, 251906, 255201]"
98539,Doty,WA,46.637787,-123.2798,"[232288, 234765, 119290]"
95435,Finley,CA,39.006859999999996,-122.859625,"[233183, 233161, 233359, 233537, 233532, 233439, 234600]"
80273,Denver,CO,39.727292999999996,-104.98753500000001,"[231854, 233845, 231856, 231875, 232463, 232340, 232368, 233731, 233185, 234512, 234686, 231862]"
82712,Beulah,WY,44.447058,-104.12853,"[232300, 234273]"
93775,Fresno,CA,36.746375,-119.63965800000001,"[232136, 232781, 232813, 232802, 233655, 232269, 233325, 233521, 233363, 233414, 232461, 232780, 233692, 232447]"
93777,Fresno,CA,36.746375,-119.63965800000001,"[232136, 232781, 232813, 232802, 233655, 232269, 233325, 233521, 233363, 233414, 232461, 232780, 233692, 232447]"
94108,San Francisco,CA,37.792678,-122.40793000000001,"[273757, 233359, 233537, 272229, 233404]"
28579,Smyrna,NC,34.753595000000004,-76.5184,"[251430, 233312, 251430, 234718, 233332, 232504, 262810]"
30641,Good Hope,GA,33.766057,-83.57597,"[273781, 232727, 232578, 232575, 234469, 232657, 232727, 232561, 273352, 232519]"
38873,Tishomingo,MS,34.652269,-88.23581,"[232423, 232673, 231990, 232528, 232743]"
38941,Itta Bena,MS,33.492412,-90.3243,"[232640, 233460, 233634, 234277, 253459, 233375]"
38967,Winona,MS,33.481491,-89.73155,"[233460, 233634, 234277, 232255, 232725, 233375]"
39362,State Line,MS,31.415048,-88.531,[232701]
44703,Canton,OH,40.809108,-81.3809,"[233553, 233627]"
45244,Cincinnati,OH,39.119161,-84.33389,[233782]
32217,Jacksonville,FL,30.243540000000003,-81.62098,"[250860, 233920, 253730, 251903]"
32260,Jacksonville,FL,29.937672999999997,-81.420603,"[253730, 233920, 234513, 250860, 234597, 251903, 234031, 234032, 234033]"
32433,Defuniak Springs,FL,30.747244,-86.14665,"[234704, 232595]"
33188,Miami,FL,25.558428,-80.458168,[246892]
34460,Lecanto,FL,28.859285999999997,-82.50869399999999,"[234513, 234031, 234032, 233920]"
34656,New Port Richey,FL,28.324796000000003,-82.48176600000001,"[234513, 234032, 234031, 234033]"
99136,Hay,WA,46.669207,-117.96015,"[234461, 234682, 233499, 233514]"
84062,Pleasant Grove,UT,40.38584,-111.73333000000001,"[234745, 232227, 232103, 233815, 232231, 232232, 232228, 233869, 232397, 232229, 232233, 233730, 232230, 231939, 233755, 232013, 232013, 231930, 232071, 231946, 232109]"
97051,Saint Helens,OR,45.862489000000004,-122.84823999999999,"[234086, 231978, 232853, 232862, 234765, 264686, 234306, 232288, 234239, 234140]"
38044,Hornsby,TN,35.211663,-88.80988,"[232743, 232673, 233375]"
38224,Cottage Grove,TN,36.395616,-88.49515,"[232541, 232609]"
38318,Buena Vista,TN,35.960377,-88.26959000000001,[]
39282,Jackson,MS,32.311287,-90.397157,[253459]
56146,Kanaranzi,MN,43.674883,-96.252794,[]
56314,Bowlus,MN,45.814436,-94.42539000000001,"[233648, 233472]"
56590,Wendell,MN,46.033623999999996,-96.13988,[]
57439,Ferney,SD,45.32904,-98.083721,[]
53541,Gratiot,WI,42.572413,-90.02605,"[233427, 233503, 233651]"
54215,Kellnersville,WI,44.224851,-87.79943,[]
54410,Arpin,WI,44.536297999999995,-90.04316999999999,[233766]
54471,Ringle,WI,44.918707,-89.44139,"[233777, 233766, 251939]"
44321,Akron,OH,41.102587,-81.65092,[233553]
46517,Elkhart,IN,41.646499,-85.96923000000001,[]
46786,South Milford,IN,41.536899,-85.319241,[]
49729,Ellsworth,MI,45.160264,-85.26699,"[234080, 233342, 234083, 232458]"
50327,Pleasant Hill,IA,41.587818,-93.505751,"[233522, 233516, 233413, 233594]"
43266,Columbus,OH,39.969035999999996,-83.01138900000001,[]
59806,Missoula,MT,47.116034,-114.049824,"[234417, 234480, 253918, 234421, 233240, 234389, 234291]"
59868,Seeley Lake,MT,47.222677000000004,-113.52551000000001,"[234480, 234789, 253918, 253491, 233240, 234389, 234345, 234291]"
60093,Winnetka,IL,42.104127000000005,-87.75016,[258887]
60679,Chicago,IL,41.811929,-87.68732,[258887]
61236,Barstow,IL,41.518316999999996,-90.35597,"[233651, 233498, 233427, 233459, 233624]"
61371,Triumph,IL,41.499089,-89.02188100000001,[]
61637,Peoria,IL,40.702487,-89.58979699999999,[233498]
30628,Colbert,GA,34.041416,-83.21996999999999,"[233343, 234590, 273781, 232727, 232525, 232578, 232596, 234469, 232657, 232668, 232727, 232561, 273352, 232519]"
32413,Panama City Beach,FL,30.252615999999996,-85.90413000000001,[251904]
33077,Pompano Beach,FL,26.145723999999998,-80.448254,"[246892, 233638, 233570]"
20073,Washington,DC,38.897011,-77.025098,"[233379, 232474, 251763, 252968, 251263, 247762]"
